customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
101173,female,stephanie crotty,edithburgh,sa,south australia,5583,australia,australia,1959-03-29
102224,female,ella topp,warren,sa,south australia,5233,australia,australia,1973-07-03
102466,female,abigail peake,garie,nsw,new south wales,2232,australia,australia,1982-08-02
102503,male,joel siddons,borallon,qld,queensland,4306,australia,australia,1952-07-23
102603,female,katie blyth,kooroona,sa,south australia,5558,australia,australia,1987-08-15
102774,female,brooke bryant,buxton,vic,victoria,3711,australia,australia,1948-06-09
102817,female,sophie corlis,triabunna,tas,tasmania,7190,australia,australia,1972-10-13
102999,male,jayden zwar,bligh park,nsw,new south wales,2756,australia,australia,1988-08-23
103176,female,ava stonehaven,woodenbong,nsw,new south wales,2476,australia,australia,1999-04-22
103223,male,benjamin mccourt,scotland island,nsw,new south wales,2105,australia,australia,1950-08-22
103427,female,emily skillen,dry plain,nsw,new south wales,2630,australia,australia,1971-10-10
104168,female,sara perdriau,wurruk,vic,victoria,3850,australia,australia,1976-08-16
104218,male,charles fraser,borambil,nsw,new south wales,2329,australia,australia,1952-07-07
104233,male,george bass,mooney mooney,nsw,new south wales,2083,australia,australia,1943-02-03
104247,female,sienna madsen,hopevale,vic,victoria,3396,australia,australia,2000-02-28
104331,female,paige andronicus,cavan,sa,south australia,5094,australia,australia,1948-07-03
104456,male,dean yarnold,tambaroora,nsw,new south wales,2850,australia,australia,1945-08-01
104553,male,sam rowley,seaford meadows,sa,south australia,5169,australia,australia,1951-10-20
104748,female,eden robe,virginia dc,qld,queensland,4014,australia,australia,1937-02-04
104794,male,cooper blyth,belfrayden,nsw,new south wales,2650,australia,australia,1938-11-05
105107,female,kaitlyn patterson,larrimah,nt,northern territory,852,australia,australia,1975-04-18
105126,male,george mccrone,yabba south,vic,victoria,3646,australia,australia,1992-03-14
105190,female,claire clunies,pacific heights,qld,queensland,4703,australia,australia,1961-02-24
105208,female,lilly northcote,longwood,sa,south australia,5153,australia,australia,1975-08-02
105274,female,alannah flecker,glengarry,vic,victoria,3854,australia,australia,1973-07-15
105417,male,xavier grace,weipa,qld,queensland,4874,australia,australia,1980-11-19
105551,male,oscar warby,barratta,qld,queensland,4809,australia,australia,1949-10-12
105595,female,taylah hentze,tanja,nsw,new south wales,2550,australia,australia,1943-06-22
105647,female,anna komine,redwood,qld,queensland,4350,australia,australia,1970-08-05
105856,female,isabella rutherford,tugrah,tas,tasmania,7310,australia,australia,1976-08-29
106011,male,luke town,bathumi,vic,victoria,3730,australia,australia,1960-02-13
106039,female,emma reynolds,chillingollah,vic,victoria,3585,australia,australia,1960-01-06
106226,female,emily huntingfield,burwood heights,nsw,new south wales,2136,australia,australia,1984-12-28
106598,female,caitlin bannerman,enmore,nsw,new south wales,2358,australia,australia,1951-03-20
106880,female,alexandra douglas,blackbutt,nsw,new south wales,2529,australia,australia,1942-06-07
106959,male,ryan barr,dunkeld,qld,queensland,4465,australia,australia,1951-02-24
106983,male,anthony beeby,villeneuve,qld,queensland,4514,australia,australia,1948-01-21
107299,female,isabella rowlandson,austinmer,nsw,new south wales,2515,australia,australia,1941-07-06
107606,female,keira whittell,anniebrook,wa,western australia,6280,australia,australia,1944-08-30
107777,female,milla grahame,thorpdale,vic,victoria,3835,australia,australia,1943-02-12
107969,male,ryan copeley,bay village,nsw,new south wales,2261,australia,australia,1978-06-20
108022,male,bailey backhouse,dinner plain,vic,victoria,3898,australia,australia,1980-02-04
108311,male,cooper evans,berringama,vic,victoria,3691,australia,australia,1963-02-15
108819,female,isabella conley,berremangra,nsw,new south wales,2582,australia,australia,1980-03-28
109051,female,leah behrend,tayene,tas,tasmania,7259,australia,australia,2001-09-05
109148,male,zane hercus,buller,wa,western australia,6532,australia,australia,1939-11-18
109206,male,michael quentin,stratherne,wa,western australia,6309,australia,australia,1970-10-18
109212,female,rachel duncan,westgrove,qld,queensland,4454,australia,australia,1936-05-22
109281,female,isabel carver,bangalee,nsw,new south wales,2541,australia,australia,1980-05-02
109522,male,sam porcelli,avondale,nsw,new south wales,2530,australia,australia,1986-05-20
109580,male,jordan jarvis,south broken hill,nsw,new south wales,2880,australia,australia,1946-08-03
109628,female,amber minahan,pomborneit east,vic,victoria,3249,australia,australia,1999-08-09
109977,male,rory howse,bendigo forward,vic,victoria,3551,australia,australia,1947-01-06
110362,male,lachlan bosch,jilpanger,vic,victoria,3409,australia,australia,1951-11-17
110499,female,caitlyn herman,miva,qld,queensland,4570,australia,australia,1994-09-21
110988,male,seth day,bengworden,vic,victoria,3875,australia,australia,1944-07-18
111025,male,oliver emma,monteith,sa,south australia,5254,australia,australia,1960-07-28
111207,male,bailey geneff,wee wee rup,vic,victoria,3568,australia,australia,1957-01-16
111334,male,daniel airey,goulds country,tas,tasmania,7216,australia,australia,1981-07-30
111357,male,mason lysaght,golden point,vic,victoria,3350,australia,australia,1974-10-01
111492,female,rachel watterston,segenhoe,nsw,new south wales,2337,australia,australia,1999-07-30
111568,female,savannah julian,mount walker,qld,queensland,4340,australia,australia,1971-08-24
112073,female,scarlett harwood,glenlee,qld,queensland,4711,australia,australia,1970-06-10
112287,male,jaxon govett,fullerton,nsw,new south wales,2583,australia,australia,1980-05-19
112464,male,finn sandford,balaklava,sa,south australia,5461,australia,australia,1937-06-11
112590,female,ellie burns,kimbolton,vic,victoria,3551,australia,australia,1939-07-22
112762,female,jasmine gosse,oura,nsw,new south wales,2650,australia,australia,1992-12-26
112989,female,zoe sear,brombin,nsw,new south wales,2446,australia,australia,1961-10-05
112993,female,lola matthaei,coomberdale,wa,western australia,6512,australia,australia,1955-09-25
113032,male,jesse manifold,hopetoun,vic,victoria,3396,australia,australia,1989-09-09
113121,female,maddison seekamp,bushley,qld,queensland,4702,australia,australia,1964-08-11
113244,female,paige harrington,tapping,wa,western australia,6065,australia,australia,2001-08-29
113290,female,piper lambie,granite rock,vic,victoria,3875,australia,australia,1957-07-15
113294,male,sean dannevig,wollemi,nsw,new south wales,2330,australia,australia,1981-12-14
113334,female,bianca foelsche,boorabee park,nsw,new south wales,2480,australia,australia,1958-11-27
113448,female,lily grimshaw,toorak,vic,victoria,3142,australia,australia,1936-10-28
113481,male,zane szabados,kudardup,wa,western australia,6290,australia,australia,1946-10-13
113531,female,kate shoebridge,muja,wa,western australia,6225,australia,australia,1997-07-19
113635,female,zara annear,bidwill,nsw,new south wales,2770,australia,australia,1987-08-29
113833,male,oliver fiaschi,collinsville,qld,queensland,4804,australia,australia,1939-03-02
114070,male,henry childe,castle doyle,nsw,new south wales,2350,australia,australia,1991-01-02
114201,male,finn donnelly,warrenmang,vic,victoria,3478,australia,australia,1972-07-30
114551,male,ashton angas,the head,qld,queensland,4373,australia,australia,1999-12-31
114561,female,isabelle pollard,leigh creek,vic,victoria,3352,australia,australia,1966-03-22
114709,female,emma nixon-smith,ellis beach,qld,queensland,4879,australia,australia,1955-02-01
114916,female,sara drysdale,west busselton,wa,western australia,6280,australia,australia,1958-02-22
114949,male,spencer gosling,table cape,tas,tasmania,7325,australia,australia,1969-07-17
115168,female,alicia chute,dingo forest,nsw,new south wales,2429,australia,australia,1971-03-12
115335,male,austin mcalpine,birdwoodton,vic,victoria,3505,australia,australia,1959-05-30
115447,male,levi windich,pelton,nsw,new south wales,2325,australia,australia,1994-10-12
115452,male,dean richards,far meadow,nsw,new south wales,2535,australia,australia,1978-07-30
115505,female,eva stansfield,dondingalong,nsw,new south wales,2440,australia,australia,1943-08-04
115688,male,david steffanoni,yandaran,qld,queensland,4673,australia,australia,2001-07-25
115869,female,jessica drysdale,stockrington,nsw,new south wales,2322,australia,australia,1974-10-25
115895,male,sebastian liversidge,upper rouchel,nsw,new south wales,2336,australia,australia,1988-04-11
115902,male,connor mclaren,cinnabar,qld,queensland,4600,australia,australia,1958-12-01
116149,female,claire denton,lockwood,vic,victoria,3551,australia,australia,1964-02-20
116294,male,hunter andrew,turkey beach,qld,queensland,4678,australia,australia,1990-04-16
116383,male,callum grey-smith,yahl,sa,south australia,5291,australia,australia,1971-08-25
116408,female,georgia mccourt,north boyanup,wa,western australia,6237,australia,australia,1977-09-02
116524,female,alyssa mcgirr,the hill,nsw,new south wales,2300,australia,australia,1961-08-22
116571,male,mitchell scarf,kirkstall,vic,victoria,3283,australia,australia,1993-02-19
116824,female,ella mort,wattle grove,tas,tasmania,7109,australia,australia,1962-08-02
117048,female,chloe martyn,logan city bc,qld,queensland,4114,australia,australia,1977-10-12
117386,male,christopher currie,wamberal,nsw,new south wales,2260,australia,australia,1943-10-25
117496,female,lilian ramsden,pappinbarra,nsw,new south wales,2446,australia,australia,1965-05-30
117769,male,julian padbury,coes creek,qld,queensland,4560,australia,australia,1958-12-28
117995,male,julian daintree,south gundagai,nsw,new south wales,2722,australia,australia,1984-07-22
118084,male,kai weekes,tonimbuk,vic,victoria,3815,australia,australia,1946-06-06
118229,female,poppy airey,upper macdonald,nsw,new south wales,2775,australia,australia,1979-02-08
118271,female,abigail reymond,iluka,nsw,new south wales,2466,australia,australia,1956-08-09
118428,male,christian lakeland,dunwich,qld,queensland,4183,australia,australia,1971-11-27
118451,male,oscar tulaba,griffith east,nsw,new south wales,2680,australia,australia,1952-03-07
118540,male,zac rodius,pinnacles,qld,queensland,4815,australia,australia,1988-03-28
118829,male,max hutt,tellebang,qld,queensland,4630,australia,australia,1968-04-29
118902,female,eve mulvany,patyah,vic,victoria,3318,australia,australia,1986-11-23
119085,female,madison mason,empire bay,nsw,new south wales,2257,australia,australia,1970-03-03
119095,male,archie carnegie,saunders beach,qld,queensland,4818,australia,australia,1982-08-19
119365,female,scarlett forsyth,bruces creek,vic,victoria,3757,australia,australia,1984-04-19
119449,male,christopher wilton,warenda,qld,queensland,4829,australia,australia,1979-04-25
119505,male,mason parnell,forest hill,qld,queensland,4342,australia,australia,1994-07-30
119544,male,will whitington,hartley,sa,south australia,5255,australia,australia,1960-06-17
119547,male,sean chan,paramatta,sa,south australia,5558,australia,australia,1982-12-14
119828,male,timothy walcott,willaston,sa,south australia,5118,australia,australia,1956-05-02
120030,male,callum haines,forest ridge,qld,queensland,4357,australia,australia,1936-04-13
120398,female,gabriella moynihan,sturt creek,wa,western australia,6770,australia,australia,1970-08-13
120607,female,zoe pinner,piturie,qld,queensland,4825,australia,australia,1950-02-01
120664,female,annabelle tozer,genoa,vic,victoria,3891,australia,australia,1954-12-07
120802,female,angelina hauslaib,revesby heights,nsw,new south wales,2212,australia,australia,1996-10-24
120952,male,angus salier,owanyilla,qld,queensland,4650,australia,australia,1957-01-21
121324,male,andrew genders,laura,qld,queensland,4871,australia,australia,1989-10-17
121376,female,laura bolton,applethorpe,qld,queensland,4378,australia,australia,1964-08-28
121813,female,alana mcmeckan,peacock siding,qld,queensland,4850,australia,australia,2000-01-08
121948,female,leah hodgson,rocky hills,tas,tasmania,7190,australia,australia,1996-02-15
121958,male,cameron angwin,coondle,wa,western australia,6566,australia,australia,1986-06-11
122096,female,alannah wolinski,pampas,qld,queensland,4352,australia,australia,1966-09-26
122511,female,savannah carandini,daadenning creek,wa,western australia,6410,australia,australia,1980-10-16
122533,male,jett stedman,point cook,vic,victoria,3030,australia,australia,1992-09-06
122705,female,isabella goe,colinton,nsw,new south wales,2626,australia,australia,1959-05-22
122709,female,chloe spyer,wandin east,vic,victoria,3139,australia,australia,1996-03-06
123251,female,alice frost,clarence park,sa,south australia,5034,australia,australia,1974-10-27
123266,female,erin waley,clare,qld,queensland,4807,australia,australia,1963-01-07
123353,female,olivia scanlan,woodbury,tas,tasmania,7120,australia,australia,1965-04-20
123894,female,chloe seccombe,alstonvale,nsw,new south wales,2477,australia,australia,1944-09-12
124162,female,gabrielle wynn,yarraville,vic,victoria,3013,australia,australia,1972-10-10
124444,male,oscar harker,bowgada,wa,western australia,6623,australia,australia,1951-03-12
124591,female,summer skillen,woollamia,nsw,new south wales,2540,australia,australia,1946-12-25
124680,female,molly hytten,pompapiel,vic,victoria,3571,australia,australia,1936-11-30
124719,female,eva hinder,lemont,tas,tasmania,7120,australia,australia,1957-02-14
124722,female,kayla glass,four mile creek,nsw,new south wales,2800,australia,australia,1983-05-27
124825,female,brianna yencken,north kellerberrin,wa,western australia,6410,australia,australia,1986-09-23
125008,male,noah smithers,waterloo,wa,western australia,6228,australia,australia,1954-05-21
125033,female,alexandra brydon,wolffdene,qld,queensland,4207,australia,australia,1990-08-18
125149,male,lucas broughton,woodleigh,sa,south australia,5311,australia,australia,1955-10-17
125236,male,jordan sissons,mornington island,qld,queensland,4871,australia,australia,1969-11-05
125242,male,joseph pitcairn,marleston,sa,south australia,5033,australia,australia,1972-07-27
125254,female,zoe bouton,nairibin,wa,western australia,6350,australia,australia,1938-08-27
125389,female,brooke heath,forest lodge,nsw,new south wales,2037,australia,australia,1937-03-04
125391,male,adam fornachon,terrigal,nsw,new south wales,2260,australia,australia,1989-10-13
125649,male,blake weingarth,ingliston,vic,victoria,3342,australia,australia,1949-06-19
125764,male,archie dashwood,beaconsfield,qld,queensland,4740,australia,australia,1962-02-11
125784,male,patrick gant,west armidale,nsw,new south wales,2350,australia,australia,1977-12-27
125873,female,eliza truebridge,tiberias,tas,tasmania,7120,australia,australia,1976-04-22
125950,female,isabelle primrose,banksmeadow,nsw,new south wales,2019,australia,australia,1942-07-18
126083,female,makayla rickards,mingay,nsw,new south wales,2727,australia,australia,1936-08-23
126320,female,sofia haenke,larrakeyah,nt,northern territory,820,australia,australia,1978-10-03
126469,female,emily hinton,croudace bay,nsw,new south wales,2280,australia,australia,1942-08-03
126573,female,victoria weindorfer,jarra creek,qld,queensland,4854,australia,australia,1964-11-16
126633,male,luca renwick,burton,qld,queensland,4742,australia,australia,1997-12-25
126744,male,declan mobsby,mardie,wa,western australia,6714,australia,australia,1991-11-14
126817,male,benjamin antill,woodlawn,nsw,new south wales,2480,australia,australia,1948-02-12
126838,male,ethan finsch,trentham,vic,victoria,3458,australia,australia,1944-09-28
126852,female,amy mowll,coowonga,qld,queensland,4702,australia,australia,1962-04-20
126916,female,samantha peyser,yarrah,sa,south australia,5433,australia,australia,1984-08-10
126979,male,alex franki,browns crossing,nsw,new south wales,2441,australia,australia,1954-02-16
127015,female,bianca morwood,barham,nsw,new south wales,2732,australia,australia,1954-09-03
127146,male,hayden charlesworth,lamington,qld,queensland,4285,australia,australia,1970-10-26
127193,female,alana pearson,west kempsey,nsw,new south wales,2440,australia,australia,1977-02-09
127239,female,mia korner,triamble,nsw,new south wales,2850,australia,australia,1977-09-19
127283,female,annabelle langler,bridges,qld,queensland,4561,australia,australia,1990-12-27
127417,female,elizabeth brookman,riddells creek,vic,victoria,3431,australia,australia,1983-01-14
127554,male,xavier isaachsen,haines,sa,south australia,5223,australia,australia,1979-02-25
127943,male,jackson raw,muniganeen,qld,queensland,4352,australia,australia,1949-06-25
128007,female,eliza arthur,greythorn,vic,victoria,3104,australia,australia,1975-10-29
128179,female,tahlia bischof,charbon,nsw,new south wales,2848,australia,australia,1940-08-21
128305,male,harrison martinovich,monomeith,vic,victoria,3984,australia,australia,1953-08-25
128354,female,milla fell,cordillo downs,sa,south australia,5731,australia,australia,1943-12-01
128362,male,jasper elias,tarra valley,vic,victoria,3971,australia,australia,1979-07-20
128538,male,ryan whitty,nuriootpa,sa,south australia,5355,australia,australia,1974-04-19
128585,male,christian picton,woodpark,nsw,new south wales,2164,australia,australia,1946-07-14
129176,female,sara semmens,locksley,vic,victoria,3665,australia,australia,1985-02-07
129199,male,nate badham,yambacoona,tas,tasmania,7256,australia,australia,1968-10-12
129240,female,brooke marsden,brighton east,vic,victoria,3187,australia,australia,1951-01-19
129318,female,victoria courtney,pine valley,nsw,new south wales,2630,australia,australia,1976-08-08
129405,female,isabel hills,bombowlee,nsw,new south wales,2720,australia,australia,1954-08-09
129494,female,amber parry,greenwood,qld,queensland,4401,australia,australia,1987-08-19
129540,male,zac o'meara,gordonville,nsw,new south wales,2454,australia,australia,1995-02-12
129554,female,victoria frederic,dhurringile,vic,victoria,3610,australia,australia,1987-08-30
129581,male,jake kershaw,coolatai,nsw,new south wales,2402,australia,australia,1985-04-01
129583,male,julian macredie,eton north,qld,queensland,4741,australia,australia,1955-12-22
129698,male,jeremy sligo,mount marlow,qld,queensland,4800,australia,australia,1968-02-02
129738,male,liam provan,glenelg south,sa,south australia,5045,australia,australia,1971-03-31
129786,female,amy copeland,upper fine flower,nsw,new south wales,2460,australia,australia,1973-01-17
129948,female,lucy tomkinson,farleigh,qld,queensland,4741,australia,australia,1974-06-02
130214,female,zoe coleman,rutherglen,vic,victoria,3685,australia,australia,1949-03-20
130270,female,maddison irving,hoxton park,nsw,new south wales,2171,australia,australia,1940-08-14
130585,male,harrison gibson,arthurville,nsw,new south wales,2820,australia,australia,1974-10-23
130670,male,jack mckelvey,north maclean,qld,queensland,4280,australia,australia,1975-01-15
130750,female,madison picot,bilambil heights,nsw,new south wales,2486,australia,australia,1967-04-13
130962,female,bianca schonell,lyndhurst,sa,south australia,5731,australia,australia,1936-12-12
131067,female,kiara melrose,milparinka,nsw,new south wales,2880,australia,australia,1963-09-07
131758,male,zac sievwright,elderslie,nsw,new south wales,2570,australia,australia,1998-11-24
131907,male,mitchell thornber,quindalup,wa,western australia,6281,australia,australia,1986-06-18
131976,male,jaxon croll,wilsons plains,qld,queensland,4307,australia,australia,1982-09-14
132012,female,amy tebbutt,campoona,sa,south australia,5640,australia,australia,1962-03-15
132027,male,will middleton,mount barker,sa,south australia,5251,australia,australia,2001-01-20
132377,male,hayden mcgrath,cheshunt south,vic,victoria,3678,australia,australia,1936-10-13
132403,male,callum toohey,lime lake,wa,western australia,6315,australia,australia,1947-03-14
132630,female,lucinda edgar,bostobrick,nsw,new south wales,2453,australia,australia,1962-04-05
132701,male,koby dick,woorree,wa,western australia,6530,australia,australia,1968-12-06
132774,male,taj ahern,bamawm extension,vic,victoria,3561,australia,australia,1994-03-19
132858,female,amy mccorkindale,balga,wa,western australia,6061,australia,australia,1955-03-04
133258,male,hamish leason,dignams creek,nsw,new south wales,2546,australia,australia,1961-10-02
133315,male,jack harington,emu swamp,nsw,new south wales,2800,australia,australia,1937-10-29
133358,female,kayla hmelnitsky,camooweal,qld,queensland,4828,australia,australia,1969-07-22
133458,male,jasper handt,upper crystal creek,nsw,new south wales,2484,australia,australia,1960-02-02
133608,male,aidan grace,obi obi,qld,queensland,4574,australia,australia,1985-02-21
133761,female,dakota neville,wedgecarrup,wa,western australia,6315,australia,australia,1956-05-28
133787,male,tyler sellheim,wandin north,vic,victoria,3139,australia,australia,1960-05-02
133905,female,abigail dowie,emu bay,sa,south australia,5223,australia,australia,1961-04-16
133928,female,stella grimstone,ingebirah,nsw,new south wales,2627,australia,australia,1936-02-09
133956,male,ethan kirk,liffey,tas,tasmania,7301,australia,australia,1944-07-23
133986,female,lilly cade,breddan,qld,queensland,4820,australia,australia,1961-07-17
134230,male,brayden piquet,hopevale,vic,victoria,3396,australia,australia,1992-08-25
134281,male,brock forlong,broughton,nsw,new south wales,2535,australia,australia,1975-02-21
134688,male,edward hedley,bluff beach,sa,south australia,5575,australia,australia,1957-12-03
134935,male,matthew rowell,austins ferry,tas,tasmania,7011,australia,australia,1942-08-18
135020,female,isabelle head,midland,wa,western australia,6056,australia,australia,2001-10-23
135081,male,dominic fisken,nangari,sa,south australia,5333,australia,australia,1976-10-31
135131,female,rachel cowley,crescent,sa,south australia,5341,australia,australia,1961-04-30
135142,male,elijah pohlman,telopea,nsw,new south wales,2117,australia,australia,1966-03-06
135272,male,mason kennion,quamby bend,tas,tasmania,7292,australia,australia,1944-10-18
135371,female,mary hanslow,thrington,sa,south australia,5552,australia,australia,1969-11-09
135374,male,brayden wheen,gununa,qld,queensland,4871,australia,australia,1967-10-09
135531,male,brock fitzsimons,gnarabup,wa,western australia,6285,australia,australia,1995-07-05
135671,male,sam falleni,murraydale,vic,victoria,3586,australia,australia,1978-09-02
135675,male,bailey propsting,marrickville,nsw,new south wales,2204,australia,australia,1999-05-26
135914,male,angus poole,risdon park,sa,south australia,5540,australia,australia,1994-01-28
135967,male,christopher byles,westby,vic,victoria,3579,australia,australia,1988-05-25
135975,male,owen jordan,balala,nsw,new south wales,2358,australia,australia,1994-06-01
136055,male,alex simmons,magra,tas,tasmania,7140,australia,australia,1959-06-02
136134,male,nicholas hoff,torrington,nsw,new south wales,2371,australia,australia,1993-06-01
136284,male,jett power,avoca beach,nsw,new south wales,2251,australia,australia,1978-09-05
136300,female,charli strele,mitcham,sa,south australia,5062,australia,australia,1950-08-27
136823,male,jayden bowmaker,latham,wa,western australia,6616,australia,australia,1988-04-09
137153,male,spencer hoover,murrays bridge,qld,queensland,4370,australia,australia,1944-11-22
137661,female,isabella brownbill,tennyson,sa,south australia,5022,australia,australia,1943-04-15
137734,female,molly macartney,ellenbrook east,wa,western australia,6069,australia,australia,1999-12-24
137846,male,will collee,wattlebank,qld,queensland,4704,australia,australia,1955-08-22
137865,female,lucinda ruatoka,severnlea,qld,queensland,4352,australia,australia,1986-06-15
137949,male,anthony corin,norong,vic,victoria,3682,australia,australia,1965-06-07
138130,male,jai fauchery,kentucky south,nsw,new south wales,2354,australia,australia,1993-02-20
138242,male,beau rodius,wattle hill,vic,victoria,3237,australia,australia,1961-06-22
138332,female,natasha white-haney,waanyarra,vic,victoria,3551,australia,australia,1972-11-30
138464,female,caitlyn salter,bonnie doon,vic,victoria,3720,australia,australia,1993-12-10
138611,male,sebastian o'malley,wattle hill,vic,victoria,3237,australia,australia,1944-05-11
138735,female,amelia macquarie,nyrraby,vic,victoria,3585,australia,australia,1957-09-24
138767,male,hugo cathcart,builyan,qld,queensland,4680,australia,australia,1937-03-04
139176,male,elijah calder,lowan vale,sa,south australia,5268,australia,australia,1997-06-24
139224,female,sofia hardey,cania,qld,queensland,4630,australia,australia,1987-12-30
139376,male,leo cuni,wandal,qld,queensland,4700,australia,australia,1969-08-13
139411,female,isabel mcdonell,anambah,nsw,new south wales,2320,australia,australia,1985-12-26
139479,female,kiara stuart,cobbannah,vic,victoria,3862,australia,australia,1982-04-22
139742,male,logan plunkett,camira creek,nsw,new south wales,2469,australia,australia,1953-03-30
139817,female,annabelle french,allens rivulet,tas,tasmania,7150,australia,australia,1980-07-12
139856,female,alyssa dovey,camira,nsw,new south wales,2469,australia,australia,1944-10-28
139891,female,alicia champion,o'reilly,qld,queensland,4211,australia,australia,1987-03-30
140004,male,jonathan foll,hillvue,nsw,new south wales,2340,australia,australia,1937-05-04
140208,male,will tjalkabota,cranley,qld,queensland,4350,australia,australia,1975-04-15
140225,female,sofia siebenhaar,tanby,qld,queensland,4703,australia,australia,1987-05-05
140239,male,harry heymann,moore,qld,queensland,4306,australia,australia,1985-03-29
140389,female,lily coyne,east damboring,wa,western australia,6608,australia,australia,1944-04-04
140457,female,taylah mccrea,tarong,qld,queensland,4615,australia,australia,1974-11-14
140829,male,ashton gordon,sturt,qld,queensland,4829,australia,australia,1958-02-25
140872,female,georgia waterhouse,lane cove,nsw,new south wales,2066,australia,australia,1990-08-22
140911,male,xavier hughes,duval,nsw,new south wales,2350,australia,australia,1950-10-19
140956,female,abbey smythe,bumberrah,vic,victoria,3902,australia,australia,1958-02-21
140972,male,flynn kossak,grasstree beach,qld,queensland,4740,australia,australia,1956-07-16
141179,female,paige dallachy,jung,vic,victoria,3401,australia,australia,1968-10-05
141238,male,joseph fosbrook,wandong,vic,victoria,3758,australia,australia,1949-10-08
141338,male,benjamin poupinel,nundle,nsw,new south wales,2340,australia,australia,1937-11-14
141371,male,blake de maistre,southend,sa,south australia,5280,australia,australia,1991-06-08
141431,male,cameron edward,gnarwarre,vic,victoria,3221,australia,australia,1993-09-10
141645,female,poppy ruse,mirrool,nsw,new south wales,2665,australia,australia,1981-05-27
141696,male,jordan brookman,howrah,tas,tasmania,7018,australia,australia,1959-04-12
141859,male,angus carter,meerup,wa,western australia,6262,australia,australia,1991-04-18
142086,female,laura lazzarini,brunswick,wa,western australia,6224,australia,australia,1955-12-05
142282,female,lucy wanganeen,mungay creek,nsw,new south wales,2440,australia,australia,1968-01-04
142288,male,dylan freehill,burbank,qld,queensland,4156,australia,australia,1979-08-11
142335,male,cameron dadswell,neereman,vic,victoria,3463,australia,australia,1965-06-27
142425,male,sam tweddle,little pelican,nsw,new south wales,2281,australia,australia,1975-09-10
142837,female,eva betche,belmont,wa,western australia,6104,australia,australia,1987-03-16
143033,male,mitchell woodriff,doncaster east,vic,victoria,3109,australia,australia,2001-11-30
143135,male,dominic watts,collaroy,qld,queensland,4707,australia,australia,1943-03-12
143206,male,dominic lindsay,winston,qld,queensland,4825,australia,australia,1980-03-07
143278,female,mia raggatt,gaythorne,qld,queensland,4051,australia,australia,1996-04-13
143287,male,connor gainford,neerabup,wa,western australia,6031,australia,australia,1970-03-19
143500,male,tyler plant,moorook south,sa,south australia,5332,australia,australia,1973-08-18
143514,male,brodie burge,kojarena,wa,western australia,6532,australia,australia,1945-01-31
143585,female,lucinda handt,malanda,qld,queensland,4885,australia,australia,1991-06-16
143646,male,jack leverrier,hull heads,qld,queensland,4854,australia,australia,1965-05-29
143836,female,isabel bennetts,kenmore dc,qld,queensland,4069,australia,australia,1953-01-21
143939,female,sophie sorlie,middle falbrook,nsw,new south wales,2330,australia,australia,1970-11-26
143972,male,archie utz,spotswood,vic,victoria,3015,australia,australia,1946-04-13
144057,male,david andrew,remlap,wa,western australia,6472,australia,australia,1971-05-30
144080,male,oscar downie,avenell heights,qld,queensland,4670,australia,australia,1996-10-28
144178,female,jessica barff,kowrowa,qld,queensland,4872,australia,australia,1956-03-31
144273,female,rebecca linger,paxton,nsw,new south wales,2325,australia,australia,1991-12-30
144328,male,dominic lilley,garden island,wa,western australia,6168,australia,australia,1959-03-08
144330,female,ruby maum,numeralla,nsw,new south wales,2630,australia,australia,1966-02-09
144468,female,erin poulson,greenvale,vic,victoria,3059,australia,australia,1999-05-07
145085,male,beau cattanach,gordon,tas,tasmania,7150,australia,australia,1981-01-01
145258,male,aiden zox,dry plain,nsw,new south wales,2630,australia,australia,1944-06-10
145342,male,ethan stone,floreat,wa,western australia,6014,australia,australia,1979-06-19
145424,male,xavier christie,woods point,sa,south australia,5253,australia,australia,1993-12-27
145431,male,hamish grieve,bamawm extension,vic,victoria,3561,australia,australia,1976-05-14
145988,male,harry belbin,nugara,tas,tasmania,7256,australia,australia,1998-01-28
146194,female,natasha stanton,the vines,wa,western australia,6069,australia,australia,1970-08-09
146218,female,mackenzie patterson,allambie heights,nsw,new south wales,2100,australia,australia,1957-07-01
146506,female,alicia gresswell,redlynch,qld,queensland,4870,australia,australia,1940-09-12
146534,female,chloe hudd,lake tyers,vic,victoria,3887,australia,australia,1941-12-27
147016,female,gabriella maund,wilby,vic,victoria,3728,australia,australia,1994-04-21
147149,female,piper hearn,hallam,vic,victoria,3803,australia,australia,1975-02-15
147228,female,eliza gwendolen,talbot island,qld,queensland,4875,australia,australia,1981-04-11
147240,female,stephanie fitzgibbon,milman,qld,queensland,4702,australia,australia,1965-07-31
147312,female,lucinda furber,emu park,qld,queensland,4710,australia,australia,1973-10-28
147341,male,elijah reinhold,summer island,nsw,new south wales,2440,australia,australia,1971-07-06
147413,male,finn helms,gol gol,nsw,new south wales,2738,australia,australia,1980-01-31
147579,male,thomas edgley,cooktown,qld,queensland,4895,australia,australia,1945-06-16
147621,female,isla ingle,kearneys spring,qld,queensland,4350,australia,australia,1964-12-01
147790,female,madison greenhalgh,west haldon,qld,queensland,4359,australia,australia,1954-07-01
148266,female,grace buxton,mount stirling,wa,western australia,6383,australia,australia,1989-07-08
148348,female,mikayla burke-gaffney,hmas albatross,nsw,new south wales,2540,australia,australia,1994-12-04
148470,female,elizabeth duterrau,french park,nsw,new south wales,2655,australia,australia,1970-11-13
